"loan_amnt";"funded_amnt";"int_rate";"grade";"emp_length";"home_ownership";"annual_inc";"loan_status";"purpose";"dti";"loan_status_1";"int_rate_grp";"emp_len_grp"
20;20;17;"F";"10+ years";"MORTGAGE";67;"Charged Off";"debt_consolidation";13,81;"default_new";"Medium";"Senior"
25;25;18;"F";"5 years";"RENT";120;"Charged Off";"debt_consolidation";15,76;"default_new";"Medium";"Mid-level"
13;13;13;"C";"< 1 year";"RENT";40;"Charged Off";"debt_consolidation";24,81;"default_new";"Medium";"Junior"
5;5;6;"A";"10+ years";"RENT";60;"Charged Off";"small_business";21,9;"default_new";"Low";"Senior"
20;20;17;"E";"8 years";"RENT";125;"Charged Off";"debt_consolidation";13,81;"default_new";"Medium";"Mid-level"
6,25;6,25;13;"C";"< 1 year";"RENT";29;"Charged Off";"small_business";20,61;"default_new";"Medium";"Junior"
4,5;4,5;12;"C";"8 years";"MORTGAGE";50;"Charged Off";"medical";3,34;"default_new";"Medium";"Mid-level"
7;7;5;"A";"n/a";"MORTGAGE";90;"Charged Off";"debt_consolidation";6,67;"default_new";"Low";"Junior"
4;4;9;"B";"4 years";"RENT";26,4;"Charged Off";"other";22,91;"default_new";"Low";"Junior"
5,5;5,5;13;"C";"5 years";"MORTGAGE";40;"Charged Off";"debt_consolidation";12,48;"default_new";"Medium";"Mid-level"
11;11;12;"C";"3 years";"RENT";37;"Charged Off";"major_purchase";13,98;"default_new";"Medium";"Junior"
19;19;18;"F";"2 years";"RENT";41;"Charged Off";"debt_consolidation";10,04;"default_new";"Medium";"Junior"
15;15;13;"C";"10+ years";"MORTGAGE";70;"Charged Off";"car";9,41;"default_new";"Medium";"Senior"
11;11;16;"E";"2 years";"RENT";26,952;"Charged Off";"small_business";7,35;"default_new";"Medium";"Junior"
25;25;14;"D";"9 years";"RENT";100;"Charged Off";"debt_consolidation";11,44;"default_new";"Medium";"Senior"
6,4;6,4;6;"A";"5 years";"MORTGAGE";45,6;"Charged Off";"debt_consolidation";13,39;"default_new";"Low";"Mid-level"
1,5;1,5;10;"B";"7 years";"RENT";45;"Charged Off";"other";18,16;"default_new";"Low";"Mid-level"
3,6;3,6;12;"C";"4 years";"MORTGAGE";65;"Charged Off";"debt_consolidation";12,41;"default_new";"Medium";"Junior"
11;11;5;"A";"5 years";"MORTGAGE";64,8;"Charged Off";"debt_consolidation";17,09;"default_new";"Low";"Mid-level"
9,6;9,6;13;"C";"5 years";"MORTGAGE";97;"Charged Off";"other";15,02;"default_new";"Medium";"Mid-level"
10;10;12;"C";"10+ years";"MORTGAGE";57,18;"Charged Off";"debt_consolidation";19,39;"default_new";"Medium";"Senior"
7,325;7,325;17;"F";"5 years";"OWN";36;"Charged Off";"debt_consolidation";20,37;"default_new";"Medium";"Mid-level"
5;5;14;"D";"4 years";"RENT";44;"Charged Off";"debt_consolidation";11,05;"default_new";"Medium";"Junior"
25;17,7;9;"B";"10+ years";"MORTGAGE";65;"Charged Off";"debt_consolidation";19,83;"default_new";"Low";"Senior"
10;9,425;10;"B";"4 years";"RENT";40;"Charged Off";"credit_card";7,38;"default_new";"Low";"Junior"
15;9,8;6;"A";"9 years";"MORTGAGE";75;"Charged Off";"debt_consolidation";12,37;"default_new";"Low";"Senior"
6,5;6,5;15;"D";"10+ years";"MORTGAGE";93,024;"Charged Off";"medical";24,48;"default_new";"Medium";"Senior"
25;16,875;13;"C";"< 1 year";"MORTGAGE";50;"Charged Off";"credit_card";6,02;"default_new";"Medium";"Junior"
3,2;3,2;18;"F";"< 1 year";"RENT";54;"Charged Off";"debt_consolidation";2,8;"default_new";"Medium";"Junior"
2,1;2,1;14;"D";"10+ years";"RENT";45;"Charged Off";"other";14,11;"default_new";"Medium";"Senior"
1,45;1,45;12;"C";"3 years";"RENT";24;"Charged Off";"home_improvement";3,6;"default_new";"Medium";"Junior"
2,05;2,05;8;"B";"1 year";"RENT";30;"Charged Off";"moving";17,16;"default_new";"Low";"Junior"
9;5,75;6;"A";"1 year";"RENT";35;"Charged Off";"debt_consolidation";4,77;"default_new";"Low";"Junior"
2,5;2,5;15;"E";"1 year";"RENT";126,6;"Charged Off";"debt_consolidation";16,44;"default_new";"Medium";"Junior"
2,9;2,9;9;"B";"6 years";"MORTGAGE";70,992;"Charged Off";"credit_card";20,79;"default_new";"Low";"Mid-level"
3,825;3,825;12;"C";"10+ years";"MORTGAGE";90,84;"Charged Off";"car";9,05;"default_new";"Medium";"Senior"
10,8;10,8;12;"C";"2 years";"RENT";33;"Charged Off";"debt_consolidation";16,4;"default_new";"Medium";"Junior"
10;10;14;"D";"5 years";"RENT";72;"Charged Off";"home_improvement";18,78;"default_new";"Medium";"Mid-level"
9,7;9,7;8;"B";"1 year";"RENT";56,4;"Charged Off";"other";0,96;"default_new";"Low";"Junior"
15;15;12;"C";"8 years";"RENT";31,68;"Charged Off";"small_business";13,11;"default_new";"Medium";"Mid-level"
8;8;15;"D";"3 years";"MORTGAGE";100;"Charged Off";"home_improvement";4,24;"default_new";"Medium";"Junior"
6;6;16;"E";"1 year";"MORTGAGE";35;"Charged Off";"debt_consolidation";14,54;"default_new";"Medium";"Junior"
16;11,325;12;"C";"5 years";"MORTGAGE";39,6;"Charged Off";"other";12,03;"default_new";"Medium";"Mid-level"
19,75;12,7;12;"C";"n/a";"OWN";33,66444;"Charged Off";"credit_card";17,4;"default_new";"Medium";"Junior"
10;10;17;"E";"5 years";"MORTGAGE";54;"Charged Off";"home_improvement";10,96;"default_new";"Medium";"Mid-level"
10;10;13;"C";"10+ years";"RENT";30;"Charged Off";"debt_consolidation";23,12;"default_new";"Medium";"Senior"
12;12;5;"A";"10+ years";"MORTGAGE";35;"Charged Off";"credit_card";14,13;"default_new";"Low";"Senior"
15;9,525;10;"B";"1 year";"RENT";43;"Charged Off";"other";7,34;"default_new";"Low";"Junior"
10;10;15;"D";"2 years";"RENT";45;"Charged Off";"debt_consolidation";14,8;"default_new";"Medium";"Junior"
14;12,05;9;"B";"10+ years";"MORTGAGE";100,128;"Charged Off";"credit_card";13,1;"default_new";"Low";"Senior"
10;10;15;"D";"5 years";"RENT";42;"Charged Off";"debt_consolidation";22,49;"default_new";"Medium";"Mid-level"
11,5;11,5;10;"B";"2 years";"RENT";30;"Charged Off";"debt_consolidation";16,32;"default_new";"Low";"Junior"
12,2;8,5;9;"B";"3 years";"RENT";34;"Charged Off";"debt_consolidation";23,12;"default_new";"Low";"Junior"
6,4;6,4;12;"C";"7 years";"MORTGAGE";85;"Charged Off";"credit_card";4,74;"default_new";"Medium";"Mid-level"
15;15;19;"F";"10+ years";"MORTGAGE";65;"Charged Off";"credit_card";19,99;"default_new";"High";"Senior"
14,5;9,65;9;"B";"4 years";"MORTGAGE";58;"Charged Off";"debt_consolidation";18,17;"default_new";"Low";"Junior"
19,5;19,5;17;"E";"5 years";"MORTGAGE";53,2;"Charged Off";"debt_consolidation";16,2;"default_new";"Medium";"Mid-level"
7,75;7,75;12;"C";"10+ years";"MORTGAGE";26,77194;"Charged Off";"debt_consolidation";21,2;"default_new";"Medium";"Senior"
14,1;14,1;17;"F";"3 years";"MORTGAGE";50,6744;"Charged Off";"other";14,3;"default_new";"Medium";"Junior"
1,5;1,5;12;"C";"3 years";"RENT";40,98;"Charged Off";"other";15,26;"default_new";"Medium";"Junior"
12;8,55;9;"B";"< 1 year";"RENT";70;"Charged Off";"other";11,81;"default_new";"Low";"Junior"
1,5;1,5;9;"B";"10+ years";"MORTGAGE";63;"Charged Off";"vacation";17,79;"default_new";"Low";"Senior"
10;6,95;6;"A";"2 years";"MORTGAGE";62;"Charged Off";"credit_card";3,91;"default_new";"Low";"Junior"
8;8;10;"B";"4 years";"MORTGAGE";38;"Charged Off";"debt_consolidation";20,18;"default_new";"Low";"Junior"
25;17,3;13;"C";"5 years";"RENT";108;"Charged Off";"other";20,52;"default_new";"Medium";"Mid-level"
4;4;12;"C";"10+ years";"MORTGAGE";73,125;"Charged Off";"other";19,92;"default_new";"Medium";"Senior"
25;25;15;"D";"10+ years";"MORTGAGE";60;"Charged Off";"debt_consolidation";11,34;"default_new";"Medium";"Senior"
18;11,2;6;"A";"5 years";"RENT";54;"Charged Off";"credit_card";16,04;"default_new";"Low";"Mid-level"
15;15;18;"F";"< 1 year";"MORTGAGE";38,4;"Charged Off";"home_improvement";16,53;"default_new";"Medium";"Junior"
9;9;13;"C";"10+ years";"OWN";46,8;"Charged Off";"credit_card";21,72;"default_new";"Medium";"Senior"
24;24;20;"G";"6 years";"RENT";115,872;"Charged Off";"debt_consolidation";20,71;"default_new";"High";"Mid-level"
12;12;9;"B";"1 year";"MORTGAGE";33,6;"Charged Off";"debt_consolidation";17,75;"default_new";"Low";"Junior"
5;5;12;"C";"6 years";"RENT";33;"Charged Off";"debt_consolidation";3,89;"default_new";"Medium";"Mid-level"
19;19;15;"E";"4 years";"MORTGAGE";82,25;"Charged Off";"debt_consolidation";22,95;"default_new";"Medium";"Junior"
18,725;11,7;6;"A";"< 1 year";"RENT";36,5;"Charged Off";"debt_consolidation";15,32;"default_new";"Low";"Junior"
5;5;17;"E";"6 years";"RENT";36;"Charged Off";"debt_consolidation";9,5;"default_new";"Medium";"Mid-level"
6;6;13;"C";"3 years";"RENT";41,496;"Charged Off";"major_purchase";15,44;"default_new";"Medium";"Junior"
10;10;9;"B";"< 1 year";"RENT";50,4;"Charged Off";"small_business";17,21;"default_new";"Low";"Junior"
13;13;14;"D";"4 years";"RENT";44,4;"Charged Off";"debt_consolidation";16,49;"default_new";"Medium";"Junior"
6;6;18;"F";"< 1 year";"OWN";19,2;"Charged Off";"debt_consolidation";15,31;"default_new";"Medium";"Junior"
25;25;15;"D";"4 years";"MORTGAGE";112;"Charged Off";"small_business";14,36;"default_new";"Medium";"Junior"
12;12;15;"D";"8 years";"RENT";136,5;"Charged Off";"debt_consolidation";9,6;"default_new";"Medium";"Mid-level"
6;6;13;"C";"4 years";"RENT";35,364;"Charged Off";"debt_consolidation";0,54;"default_new";"Medium";"Junior"
6,25;6,25;13;"C";"n/a";"RENT";28;"Charged Off";"debt_consolidation";23,36;"default_new";"Medium";"Junior"
4,75;4,75;14;"D";"1 year";"MORTGAGE";29,952;"Charged Off";"debt_consolidation";22,6;"default_new";"Medium";"Junior"
5;5;12;"C";"5 years";"MORTGAGE";128;"Charged Off";"medical";16,08;"default_new";"Medium";"Mid-level"
25;25;17;"E";"1 year";"RENT";70;"Charged Off";"small_business";17,97;"default_new";"Medium";"Junior"
6;6;15;"D";"4 years";"RENT";90;"Charged Off";"other";24,41;"default_new";"Medium";"Junior"
25;25;20;"G";"3 years";"RENT";78;"Charged Off";"other";8,43;"default_new";"High";"Junior"
2,5;2,5;9;"B";"1 year";"RENT";19,968;"Charged Off";"debt_consolidation";2,94;"default_new";"Low";"Junior"
14;14;15;"D";"2 years";"RENT";24;"Charged Off";"small_business";8,95;"default_new";"Medium";"Junior"
10;10;15;"E";"< 1 year";"RENT";60;"Charged Off";"medical";12,02;"default_new";"Medium";"Junior"
7,5;7,5;13;"C";"1 year";"RENT";62;"Charged Off";"debt_consolidation";20,25;"default_new";"Medium";"Junior"
5;5;12;"C";"2 years";"RENT";40;"Charged Off";"small_business";17,64;"default_new";"Medium";"Junior"
2,8;2,8;13;"C";"3 years";"RENT";42,12;"Charged Off";"moving";15,04;"default_new";"Medium";"Junior"
4,2;4,2;15;"D";"4 years";"RENT";65;"Charged Off";"car";4,62;"default_new";"Medium";"Junior"
16;16;12;"C";"7 years";"MORTGAGE";39,996;"Charged Off";"debt_consolidation";18,69;"default_new";"Medium";"Mid-level"
21;21;9;"B";"6 years";"MORTGAGE";93;"Charged Off";"home_improvement";8,1;"default_new";"Low";"Mid-level"
4;4;12;"C";"3 years";"MORTGAGE";35,004;"Charged Off";"debt_consolidation";6,68;"default_new";"Medium";"Junior"
22,5;14,475;6;"A";"3 years";"MORTGAGE";50;"Charged Off";"debt_consolidation";14,78;"default_new";"Low";"Junior"
1,2;1,2;10;"B";"3 years";"RENT";15;"Charged Off";"debt_consolidation";24,8;"default_new";"Low";"Junior"
6;6;9;"B";"10+ years";"MORTGAGE";45,996;"Charged Off";"debt_consolidation";18,86;"default_new";"Low";"Senior"
6,25;6,25;10;"B";"10+ years";"MORTGAGE";52;"Charged Off";"car";10,15;"default_new";"Low";"Senior"
12,8;12,8;12;"C";"5 years";"RENT";62;"Charged Off";"debt_consolidation";9,02;"default_new";"Medium";"Mid-level"
12;7,6;9;"B";"7 years";"MORTGAGE";52,8;"Charged Off";"debt_consolidation";19,16;"default_new";"Low";"Mid-level"
2,8;2,8;6;"A";"5 years";"RENT";14,4;"Charged Off";"debt_consolidation";10,92;"default_new";"Low";"Mid-level"
22;13,3;12;"C";"6 years";"MORTGAGE";70;"Charged Off";"debt_consolidation";5,21;"default_new";"Medium";"Mid-level"
13;9,85;10;"B";"1 year";"MORTGAGE";65;"Charged Off";"debt_consolidation";23,46;"default_new";"Low";"Junior"
13,775;13,775;12;"C";"6 years";"RENT";32,878;"Charged Off";"debt_consolidation";15;"default_new";"Medium";"Mid-level"
20;14,8;15;"D";"< 1 year";"RENT";45,6;"Charged Off";"debt_consolidation";13,97;"default_new";"Medium";"Junior"
5;5;12;"C";"2 years";"RENT";45;"Charged Off";"credit_card";16,27;"default_new";"Medium";"Junior"
18;18;19;"F";"5 years";"MORTGAGE";60;"Charged Off";"debt_consolidation";13,38;"default_new";"High";"Mid-level"
14,6;14,6;12;"C";"1 year";"OWN";36;"Charged Off";"debt_consolidation";16,17;"default_new";"Medium";"Junior"
9,6;9,6;17;"E";"8 years";"MORTGAGE";120;"Charged Off";"credit_card";10,3;"default_new";"Medium";"Mid-level"
5;5;12;"C";"2 years";"MORTGAGE";50;"Charged Off";"credit_card";4,9;"default_new";"Medium";"Junior"
12;12;13;"C";"7 years";"MORTGAGE";60;"Charged Off";"home_improvement";8,78;"default_new";"Medium";"Mid-level"
3,6;3,6;9;"B";"n/a";"RENT";12;"Charged Off";"medical";7;"default_new";"Low";"Junior"
3;3;9;"B";"4 years";"RENT";50;"Charged Off";"small_business";19,92;"default_new";"Low";"Junior"
1,8;1,8;8;"B";"n/a";"MORTGAGE";68,4;"Charged Off";"vacation";24,56;"default_new";"Low";"Junior"
10;10;9;"B";"10+ years";"MORTGAGE";136,5;"Charged Off";"home_improvement";15,54;"default_new";"Low";"Senior"
3,7;3,7;9;"B";"< 1 year";"MORTGAGE";62;"Charged Off";"vacation";10,59;"default_new";"Low";"Junior"
25;15,925;20;"G";"6 years";"MORTGAGE";120;"Charged Off";"debt_consolidation";9,5;"default_new";"High";"Mid-level"
8;8;14;"D";"2 years";"RENT";29,1;"Charged Off";"major_purchase";2;"default_new";"Medium";"Junior"
5,6;5,6;14;"D";"1 year";"RENT";30;"Charged Off";"debt_consolidation";16,36;"default_new";"Medium";"Junior"
4,5;4,5;13;"C";"10+ years";"MORTGAGE";64,8;"Charged Off";"credit_card";12,91;"default_new";"Medium";"Senior"
24,25;15,025;12;"C";"1 year";"MORTGAGE";50;"Charged Off";"debt_consolidation";11,16;"default_new";"Medium";"Junior"
10;10;17;"E";"< 1 year";"RENT";90;"Charged Off";"moving";11,95;"default_new";"Medium";"Junior"
2,5;2,5;12;"C";"7 years";"MORTGAGE";40;"Charged Off";"medical";12,48;"default_new";"Medium";"Mid-level"
10;10;10;"B";"7 years";"RENT";45,6;"Charged Off";"credit_card";15,92;"default_new";"Low";"Mid-level"
2;2;15;"D";"5 years";"MORTGAGE";48;"Charged Off";"home_improvement";16,23;"default_new";"Medium";"Mid-level"
1,8;1,8;14;"D";"10+ years";"MORTGAGE";45,6;"Charged Off";"major_purchase";16,5;"default_new";"Medium";"Senior"
15;15;19;"G";"1 year";"MORTGAGE";55,8;"Charged Off";"debt_consolidation";16,92;"default_new";"High";"Junior"
9,8;9,8;12;"C";"n/a";"RENT";25;"Charged Off";"debt_consolidation";11,71;"default_new";"Medium";"Junior"
20;12,15;8;"B";"6 years";"RENT";60;"Charged Off";"other";7,96;"default_new";"Low";"Mid-level"
9,6;7,6;10;"B";"10+ years";"MORTGAGE";80;"Charged Off";"car";12,58;"default_new";"Low";"Senior"
25;15,975;13;"C";"3 years";"OWN";100;"Charged Off";"small_business";21,1;"default_new";"Medium";"Junior"
5;5;12;"C";"10+ years";"MORTGAGE";41;"Charged Off";"debt_consolidation";9,8;"default_new";"Medium";"Senior"
24,25;24,25;9;"B";"8 years";"MORTGAGE";74,496;"Charged Off";"debt_consolidation";12,45;"default_new";"Low";"Mid-level"
16;16;17;"E";"10+ years";"MORTGAGE";55;"Charged Off";"credit_card";13,07;"default_new";"Medium";"Senior"
18;18;14;"D";"8 years";"RENT";48;"Charged Off";"wedding";1,75;"default_new";"Medium";"Mid-level"
8;8;15;"E";"5 years";"RENT";54;"Charged Off";"debt_consolidation";20,16;"default_new";"Medium";"Mid-level"
14,5;14,5;12;"C";"n/a";"RENT";88,11363;"Charged Off";"debt_consolidation";19,87;"default_new";"Medium";"Junior"
25;25;15;"D";"3 years";"MORTGAGE";134;"Charged Off";"major_purchase";7,4;"default_new";"Medium";"Junior"
7;7;13;"C";"3 years";"RENT";29,55;"Charged Off";"credit_card";19,44;"default_new";"Medium";"Junior"
25;25;13;"C";"6 years";"MORTGAGE";96;"Charged Off";"credit_card";15,55;"default_new";"Medium";"Mid-level"
4,2;4,2;15;"E";"1 year";"RENT";36;"Charged Off";"debt_consolidation";19,78;"default_new";"Medium";"Junior"
16;11,65;9;"B";"10+ years";"OWN";115;"Charged Off";"debt_consolidation";16,53;"default_new";"Low";"Senior"
8;8;9;"B";"n/a";"RENT";24;"Charged Off";"debt_consolidation";19,9;"default_new";"Low";"Junior"
25;25;16;"E";"5 years";"MORTGAGE";110;"Charged Off";"credit_card";14,23;"default_new";"Medium";"Mid-level"
9;9;14;"D";"3 years";"RENT";62,004;"Charged Off";"debt_consolidation";12,52;"default_new";"Medium";"Junior"
6;6;15;"D";"1 year";"MORTGAGE";48;"Charged Off";"debt_consolidation";11,15;"default_new";"Medium";"Junior"
9;9;12;"C";"9 years";"RENT";51,072;"Charged Off";"major_purchase";10,57;"default_new";"Medium";"Senior"
10;10;15;"E";"< 1 year";"MORTGAGE";40;"Charged Off";"credit_card";22,16;"default_new";"Medium";"Junior"
16,8;16,8;15;"D";"10+ years";"MORTGAGE";123,53124;"Charged Off";"debt_consolidation";18,87;"default_new";"Medium";"Senior"
5,2;5,2;14;"D";"3 years";"MORTGAGE";55;"Charged Off";"debt_consolidation";3,34;"default_new";"Medium";"Junior"
15,25;15,25;15;"E";"6 years";"RENT";42;"Charged Off";"debt_consolidation";19,11;"default_new";"Medium";"Mid-level"
15;15;17;"F";"7 years";"MORTGAGE";125;"Charged Off";"debt_consolidation";9,03;"default_new";"Medium";"Mid-level"
11,5;11,5;19;"G";"10+ years";"RENT";24,756;"Charged Off";"debt_consolidation";8;"default_new";"High";"Senior"
12;12;14;"D";"2 years";"RENT";30;"Charged Off";"debt_consolidation";16,36;"default_new";"Medium";"Junior"
16;16;16;"E";"< 1 year";"RENT";62,5;"Charged Off";"debt_consolidation";23,48;"default_new";"Medium";"Junior"
16;10,425;9;"B";"3 years";"MORTGAGE";36;"Charged Off";"credit_card";5,47;"default_new";"Low";"Junior"
20;20;15;"D";"3 years";"RENT";71,167;"Charged Off";"debt_consolidation";13,17;"default_new";"Medium";"Junior"
15;9,55;6;"A";"4 years";"RENT";50;"Charged Off";"credit_card";23,71;"default_new";"Low";"Junior"
19,2;14,675;17;"E";"< 1 year";"MORTGAGE";120;"Charged Off";"credit_card";15,66;"default_new";"Medium";"Junior"
25;16;9;"B";"2 years";"MORTGAGE";136,5;"Charged Off";"credit_card";20,15;"default_new";"Low";"Junior"
24,25;15,125;13;"C";"< 1 year";"MORTGAGE";97;"Charged Off";"debt_consolidation";17,91;"default_new";"Medium";"Junior"
12;12;12;"C";"3 years";"RENT";50;"Charged Off";"debt_consolidation";10,94;"default_new";"Medium";"Junior"
2,5;2,5;12;"C";"10+ years";"RENT";70;"Charged Off";"small_business";4,1;"default_new";"Medium";"Senior"
25;25;17;"F";"10+ years";"MORTGAGE";80;"Charged Off";"debt_consolidation";8,92;"default_new";"Medium";"Senior"
10;10;12;"C";"7 years";"OWN";30;"Charged Off";"debt_consolidation";18,64;"default_new";"Medium";"Mid-level"
12;12;16;"E";"2 years";"RENT";63;"Charged Off";"debt_consolidation";19,52;"default_new";"Medium";"Junior"
25;16,3;17;"E";"2 years";"MORTGAGE";108;"Charged Off";"other";24,87;"default_new";"Medium";"Junior"
20;20;19;"F";"8 years";"RENT";72,396;"Charged Off";"debt_consolidation";12,46;"default_new";"High";"Mid-level"
10;10;21;"G";"2 years";"MORTGAGE";108;"Charged Off";"debt_consolidation";16,33;"default_new";"High";"Junior"
5;5;9;"B";"3 years";"RENT";39,996;"Charged Off";"other";21,93;"default_new";"Low";"Junior"
12;12;10;"B";"4 years";"RENT";42;"Charged Off";"small_business";20,29;"default_new";"Low";"Junior"
14;14;15;"D";"10+ years";"MORTGAGE";80;"Charged Off";"debt_consolidation";19,32;"default_new";"Medium";"Senior"
3;3;14;"D";"10+ years";"MORTGAGE";36,576;"Charged Off";"home_improvement";21,35;"default_new";"Medium";"Senior"
3;3;14;"D";"2 years";"RENT";42;"Charged Off";"debt_consolidation";5,06;"default_new";"Medium";"Junior"
15;15;9;"B";"2 years";"OWN";43,2;"Charged Off";"car";1,08;"default_new";"Low";"Junior"
12;12;14;"D";"10+ years";"RENT";85;"Charged Off";"debt_consolidation";2,2;"default_new";"Medium";"Senior"
9,9;9,9;9;"B";"7 years";"OWN";22,5;"Charged Off";"debt_consolidation";10,72;"default_new";"Low";"Mid-level"
4,2;4,2;9;"B";"< 1 year";"OWN";20,004;"Charged Off";"other";2,7;"default_new";"Low";"Junior"
10;6,875;6;"A";"10+ years";"OWN";123,996;"Charged Off";"debt_consolidation";9,89;"default_new";"Low";"Senior"
12;12;12;"C";"5 years";"RENT";45;"Charged Off";"debt_consolidation";22,69;"default_new";"Medium";"Mid-level"
25;20,775;10;"B";"10+ years";"MORTGAGE";99,996;"Charged Off";"debt_consolidation";15,78;"default_new";"Low";"Senior"
16;16;15;"D";"5 years";"RENT";80;"Charged Off";"debt_consolidation";13,99;"default_new";"Medium";"Mid-level"
2;2;17;"E";"< 1 year";"RENT";48;"Charged Off";"major_purchase";15,05;"default_new";"Medium";"Junior"
10;10;15;"D";"5 years";"MORTGAGE";75;"Charged Off";"wedding";17,68;"default_new";"Medium";"Mid-level"
4;4;12;"C";"5 years";"MORTGAGE";113,004;"Charged Off";"other";2,63;"default_new";"Medium";"Mid-level"
4;4;13;"C";"10+ years";"MORTGAGE";120;"Charged Off";"other";14,74;"default_new";"Medium";"Senior"
8;6,2;6;"A";"2 years";"RENT";113,3;"Charged Off";"vacation";12,75;"default_new";"Low";"Junior"
